Title,Price,Address,Details
Residential land for sale,"$1,900,000approx. ₦2,652,456,867","Osborne Foreshore Estate, Osborne, Ikoyi, Lagos",N/A
5 bedroom detached duplex for rent,"$80,000per annumapprox. ₦111,682,394","Old Ikoyi, Ikoyi, Lagos",N/A
2 bedroom house for rent,"₦6,000,000per annum","Mobile Road, Ajah, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦400,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Land for sale,"₦1,400,000,000","Periwinkle Estate Freedom Way, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦100,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦160,000,000","Ikota, Lekki, Lagos",N/A
Mixed-use land for sale,"₦16,500,000,000","Directly On Cheveron Drive, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦160,000,000","Ikota, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦17,000,000per annum","Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦700,000,000","Omole Phase 1, Ikeja, Lagos",N/A
Block of flats for sale,"₦150,000,000","Ago Palace, Isolo, Lagos",N/A
4 bedroom flat / apartment for rent,"₦15,000,000per annum","Off Oduduwa Crescent, Ikeja GRA, Ikeja, Lagos",N/A
5 bedroom detached duplex for rent,"₦15,000,000per annum","Ikota, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦120,000,000","Ajao Estate Off International Airport Road, Isolo, Lagos",N/A
3 bedroom flat / apartment for sale,"₦360,000,000","Osborne, Ikoyi, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦55,000,000per annum","Guzape District, Abuja",N/A
2 bedroom house for rent,"₦7,500,000per annum","New Road, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦20,000,000per annum","Ikeja GRA, Ikeja, Lagos",N/A
4 bedroom terraced duplex for sale,"₦110,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦400,000,000","VGC, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦90,000,000","Sangotedo, Ajah, Lagos",N/A
4 bedroom house for rent,"₦12,000,000per annum","Mabushi, Abuja",N/A
4 bedroom terraced duplex for sale,"₦300,000,000","Durumi, Abuja",N/A
3 bedroom block of flats for sale,"₦520,000,000","Blocks Oin An Estate Off College Road With C.of.o, Ogba, Ikeja, Lagos",N/A
3 bedroom house for rent,"₦35,000,000per annum","Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦14,000,000per annum","Chevron, Lekki, Lagos",N/A
3 bedroom house for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦50,000per day","Chevron, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦6,000,000per annum","Private Estate, Ologolo, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Off Admiralty, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦38,000,000per annum","Mobolaji Johnson Estate, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom detached duplex for rent,"₦35,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦40,000,000per annum","Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦250,000,000","Wuye, Abuja",N/A
5 bedroom detached duplex for sale,"₦800,000,000","Wuse 2, Abuja",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000per annum","Chevron Drive, Chevron, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦25,000,000per annum","Ikate, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦1,500,000,000","Katampe Extension, Katampe, Abuja",N/A
Self contain (single rooms) for rent,"₦1,500,000per annum","Chevron Drive, Chevron, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦280,000,000","Diamond Estate, Ipaja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦850,000,000","Bella Vista, Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦200,000,000","Chevron Drive, Chevron Alternative, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦220,000,000","Iyaganku Gra, Ibadan, Oyo",N/A
4 bedroom detached duplex for sale,"₦150,000,000","Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦250,000,000","Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦95,000,000","Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦400,000,000","Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦220,000,000","Atlantic Estate, General Paint Axis, Ajah, Lagos, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦110,000,000","Okun Ajah, Ajah, Lagos",N/A
4 bedroom detached duplex for sale,"₦220,000,000","Atlantic Estate, General Paint Axis, Ajah, Lagos, Ajah, Lagos",N/A
Commercial land for sale,"₦250,000,000","Surulere, Surulere, Lagos",N/A
4 bedroom flat / apartment for rent,"₦40,000,000per annum","Banana Island Road, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦11,000,000per annum","Orchid Road, Lekki, Lagos",N/A
4 bedroom flat / apartment for rent,"₦50,000,000per annum","Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦60,000,000per annum","Banana Island Estate, Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦35,000,000per annum","Gerald Road, Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Bedside Four Points By Sheraton Hotel, Oniru, Victoria Island (VI), Lagos",N/A
3 bedroom terraced duplex for sale,"₦80,000,000","Ibeju Lekki, Lagos",N/A
Residential land for sale,"₦1,800,000,000","Behind Tantalizer Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",N/A
Residential land for sale,"₦1,700,000,000","Layi Yusuf Street, Lekki Phase 1, Lekki, Lagos",N/A
Residential land for sale,"₦3,600,000per square meter","Ojora Close, Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦28,000,000per annum","Off Ademola Adetokunbo, Victoria Island (VI), Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦150,000,000","Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦260,000,000","Orchid Road, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦680,000,000","Chevron Tollgate, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦200,000,000","Chevron, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦400,000,000","Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex short let,"₦225,000per day","Lekki County Homes Estate, Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦175,000per day","Ikota, Lekki, Lagos",N/A
1 bedroom flat / apartment short let,"₦45,000per day","Chevron Drive, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦250,000,000","Crown Estate, Sangotedo, Ajah, Lagos",N/A
4 bedroom flat / apartment short let,"₦350,000per day","Ikota, Lekki, Lagos",N/A
6 bedroom block of flats for sale,"₦250,000,000","Pike Street, Obalende, Lagos Island, Lagos",N/A
Block of flats for sale,"₦160,000,000","Alapere, Ketu, Lagos",N/A
16 bedroom terraced duplex for sale,"₦2,500,000,000","Off Okonjo Iwaela Street, Utako, Abuja",N/A
3 bedroom flat / apartment for rent,"₦12,000,000per annum","Wuye, Abuja",N/A
3 bedroom detached duplex short let,"₦350,000per day","Lakowe Lake Golf And Country Estate, Lakowe, Ibeju Lekki, Lagos",N/A
4 bedroom flat / apartment for sale,"₦30,000,000,000","Ikoyi, Lagos",N/A
3 bedroom flat / apartment for sale,"$25,000,000approx. ₦34,900,748,250","Banana Island, Ikoyi, Lagos",N/A
Office space for sale,"$120,000,000approx. ₦167,523,591,600","Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"$30,000,000approx. ₦41,880,897,900","Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"$45,000,000approx. ₦62,821,346,850","Banana Island, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦450,000,000","Chevy View Estate,  Chevron Drive, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦280,000,000","Mabushi, Abuja",N/A
2 bedroom flat / apartment for sale,"₦125,000,000","Ologolo, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦30,000,000per annum","Periwinkle Estate, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦2,400,000,000","Mojisola, Off Banana Island Road, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦13,000,000per annum","Katampe, Abuja",N/A
Mixed-use land for sale,"₦4,500,000,000","Kabusa Estate, Sheretti, Abuja",N/A
3 bedroom block of flats for sale,"₦210,000,000","Gra Phase 2, Magodo, Lagos",N/A
4 bedroom house for rent,"₦25,000,000per annum","Reverend Ogunbiyi Street, Ikeja GRA, Ikeja, Lagos",N/A
3 bedroom block of flats for sale,"₦210,000,000","Gra Phase 2, Magodo, Lagos",N/A
Restaurant / bar for sale,"₦380,000,000","5 Mins Away Off Arab Road, Kubwa, Abuja",N/A
3 bedroom block of flats for sale,"₦150,000,000","Ogba, Ikeja, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
6 bedroom detached duplex for rent,"₦25,000,000per annum","4th Avenue, Gwarinpa, Abuja",N/A
5 bedroom detached duplex for sale,"₦395,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦95,000,000","Berger, Arepo, Ogun",N/A
5 bedroom semi-detached duplex for sale,"₦295,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦230,000,000","In A Secured Estate In Orchid, Lekki, Lagos",N/A
Land for sale,"₦200,000,000","Oshodi, Lagos",N/A
5 bedroom terraced duplex for sale,"₦220,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦180,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦150,000,000","Orchid, Lekki, Lagos",N/A
Self contain (single rooms) for sale,"₦130,000,000","Ikate, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦550,000,000","Gowon Estate, Egbeda, Alimosho, Lagos",N/A
Flat / apartment for rent,"₦1,800,000per annum","Royal Pine Estate Orchid Road Eleganza Bustop, Lekki, Lagos",N/A
2 bedroom terraced duplex for rent,"₦400,000per month","Abijo, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦290,000,000","Oregun, Ikeja, Lagos",N/A
Self contain (single rooms) for rent,"₦1,500,000per annum","Ikate By Coastal Road, Lekki Phase 1, Lekki, Lagos",N/A
Block of flats for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
2 bedroom flat / apartment for sale,"₦198,000,000","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦200,000,000","Prime Water Gardens Estate Off Freedom Way, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Parkview, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Tony Eromosele Street, Parkview, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦190,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦7,000,000per annum","Ologolo, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦130,000,000","Ilasan, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦130,000,000","Off Kusenla Road, Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦5,500,000,000","Ikoyi, Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦395,000,000","Orchid, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"$2,500,000approx. ₦3,490,074,825","Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦10,000,000per annum","Oral Estate By Eleganza Bus Stop, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦320,000,000","Chevy View Estate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦300,000,000","Chevy View Estate, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦5,000,000per annum","Off Chevron Drive, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦90,000,000","Kosofe, Lagos",N/A
5 bedroom detached duplex for rent,"₦13,000,000per annum","Orchid Road Royal Pine Gate 3, Lekki, Lagos",N/A
Flat / apartment for rent,"₦2,000,000per annum","Orchid Road Eleganza Bustop, Lekki, Lagos",N/A
Residential land for sale,"₦42,000,000","Mojeed Adekunle Street, Ajah, Lagos",N/A
Residential land for sale,"₦48,000,000","Off Ado Road, Ajah, Lagos",N/A
3 bedroom flat / apartment for sale,"₦280,000,000","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦30,000,000per annum","Periwinkle Estate, Lekki Phase 1, Lekki, Lagos",N/A
6 bedroom block of flats for sale,"₦250,000,000","Pike Street, Obalende, Lagos Island, Lagos",N/A
4 bedroom flat / apartment for sale,"$45,000,000approx. ₦62,821,346,850","Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for sale,"$25,000,000approx. ₦34,900,748,250","Banana Island, Ikoyi, Lagos",N/A
4 bedroom detached duplex for sale,"₦250,000,000","Crown Estate, Sangotedo, Ajah, Lagos",N/A
2 bedroom flat / apartment for sale,"₦125,000,000","Ologolo, Lekki, Lagos",N/A
Block of flats for sale,"₦160,000,000","Alapere, Ketu, Lagos",N/A
3 bedroom detached duplex short let,"₦350,000per day","Lakowe Lake Golf And Country Estate, Lakowe, Ibeju Lekki, Lagos",N/A
4 bedroom flat / apartment short let,"₦350,000per day","Ikota, Lekki, Lagos",N/A
3 bedroom block of flats for sale,"₦210,000,000","Gra Phase 2, Magodo, Lagos",N/A
Mixed-use land for sale,"₦4,500,000,000","Kabusa Estate, Sheretti, Abuja",N/A
3 bedroom flat / apartment for rent,"₦13,000,000per annum","Katampe, Abuja",N/A
5 bedroom detached duplex for sale,"₦2,400,000,000","Mojisola, Off Banana Island Road, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for sale,"₦280,000,000","Mabushi, Abuja",N/A
4 bedroom detached duplex for sale,"₦450,000,000","Chevy View Estate,  Chevron Drive, Lekki, Lagos",N/A
4 bedroom flat / apartment for sale,"$30,000,000approx. ₦41,880,897,900","Ikoyi, Lagos",N/A
Office space for sale,"$120,000,000approx. ₦167,523,591,600","Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"₦30,000,000,000","Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦12,000,000per annum","Wuye, Abuja",N/A
16 bedroom terraced duplex for sale,"₦2,500,000,000","Off Okonjo Iwaela Street, Utako, Abuja",N/A
6 bedroom house for sale,"₦425,000,000","Ajao Road Off Ogunlana Drive, Surulere, Lagos",N/A
4 bedroom terraced duplex for sale,"₦290,000,000","Oregun, Ikeja, Lagos",N/A
Block of flats for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
3 bedroom block of flats for sale,"₦150,000,000","Ogba, Ikeja, Lagos",N/A
Self contain (single rooms) for rent,"₦1,500,000per annum","Ikate By Coastal Road, Lekki Phase 1, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦550,000,000","Gowon Estate, Egbeda, Alimosho, Lagos",N/A
2 bedroom flat / apartment for sale,"₦130,000,000","Ilasan, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦295,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦395,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Lekki County, Ikota, Lekki, Lagos",N/A
Self contain (single rooms) for sale,"₦130,000,000","Ikate, Lekki, Lagos",N/A
2 bedroom terraced duplex for rent,"₦400,000per month","Abijo, Ajah, Lagos",N/A
Flat / apartment for rent,"₦1,800,000per annum","Royal Pine Estate Orchid Road Eleganza Bustop, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦150,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦180,000,000","Orchid, Lekki, Lagos",N/A
5 bedroom terraced duplex for sale,"₦220,000,000","Orchid, Lekki, Lagos",N/A
Land for sale,"₦200,000,000","Oshodi, Lagos",N/A
4 bedroom detached duplex for sale,"₦230,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦95,000,000","Berger, Arepo, Ogun",N/A
6 bedroom detached duplex for rent,"₦25,000,000per annum","4th Avenue, Gwarinpa, Abuja",N/A
Restaurant / bar for sale,"₦380,000,000","5 Mins Away Off Arab Road, Kubwa, Abuja",N/A
2 bedroom flat / apartment for sale,"₦160,000,000","Ikate Elegushi, Lekki, Lagos",N/A
Block of flats for sale,"₦420,000,000","Onike, Yaba, Lagos",N/A
3 bedroom flat / apartment for sale,"₦200,000,000","Prime Water Gardens Estate Off Freedom Way, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Parkview, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Tony Eromosele Street, Parkview, Ikoyi, Lagos",N/A
Mixed-use land for sale,"₦12,000,000","Awoyaya, Ibeju Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦190,000,000","Harris Drive, VGC, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦7,000,000per annum","Ologolo, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦120,000,000","Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦130,000,000","Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦130,000,000","Off Kusenla Road, Ikate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"$2,500,000approx. ₦3,490,074,825","Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦10,000,000per annum","Oral Estate By Eleganza Bus Stop, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦320,000,000","Chevy View Estate, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦300,000,000","Chevy View Estate, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦5,000,000per annum","Off Chevron Drive, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦90,000,000","Kosofe, Lagos",N/A
5 bedroom detached duplex for rent,"₦13,000,000per annum","Orchid Road Royal Pine Gate 3, Lekki, Lagos",N/A
Flat / apartment for rent,"₦2,000,000per annum","Orchid Road Eleganza Bustop, Lekki, Lagos",N/A
Residential land for sale,"₦42,000,000","Mojeed Adekunle Street, Ajah, Lagos",N/A
Residential land for sale,"₦48,000,000","Off Ado Road, Ajah, Lagos",N/A
Self contain (single rooms) short let,"₦33,000per day","19b, River Park Estate, Lugbe District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦275,000,000","Itedo Estate, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom terraced duplex for sale,"₦350,000,000","Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",N/A
Commercial property for sale,"₦250,000,000","Afolabi, Akesan, Igando, Ikotun, Lagos",N/A
4 bedroom terraced duplex for sale,"₦260,000,000","Games Village, Kaura, Abuja",N/A
1 bedroom mini flat (room and parlour) for rent,"₦8,000,000per annum","Oluwatayo Close, GRA, Ogudu, Lagos",N/A
Block of flats for sale,"₦150,000,000","Peace Estate, Baruwa, Ipaja, Lagos",N/A
5 bedroom detached duplex for rent,"₦12,000,000per annum","Chevron, Lekki, Lagos",N/A
